FLOWplateWell,uniqID,OD_well,putida,protegens,grimontii,veronii,CommRich,Date,Day,Incubator,Plate,Heat,Heat_Day,Recov_Day
plateInnoc-B5,24-07-08 H1 B4,B4,0,1,0,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-B5,24-07-08 H1 F7,F7,0,1,0,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-B5,24-07-08 H1 D9,D9,0,1,0,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-B5,24-07-08 Epoch F7,F7,0,1,0,0,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-B5,24-07-08 Epoch D9,D9,0,1,0,0,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-C5,24-07-08 Epoch F1,F1,0,0,1,0,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-C5,24-07-08 Epoch C2,C2,0,0,1,0,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-C5,24-07-08 Epoch C4,C4,0,0,1,0,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-C5,24-07-08 H1 F1,F1,0,0,1,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-C5,24-07-08 H1 C2,C2,0,0,1,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-C5,24-07-08 H1 C4,C4,0,0,1,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-C5,24-07-08 H1 G7,G7,0,0,1,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-C5,24-07-08 H1 E9,E9,0,0,1,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-C5,24-07-08 Epoch G7,G7,0,0,1,0,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-C5,24-07-08 Epoch E9,E9,0,0,1,0,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-D5,24-07-08 Epoch E1,E1,0,0,0,1,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-D5,24-07-08 Epoch D2,D2,0,0,0,1,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-D5,24-07-08 Epoch D4,D4,0,0,0,1,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-D5,24-07-08 H1 E1,E1,0,0,0,1,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-D5,24-07-08 H1 D2,D2,0,0,0,1,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-D5,24-07-08 H1 D4,D4,0,0,0,1,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-D5,24-07-08 H1 H7,H7,0,0,0,1,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-D5,24-07-08 H1 F9,F9,0,0,0,1,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-D5,24-07-08 Epoch H7,H7,0,0,0,1,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-D5,24-07-08 Epoch F9,F9,0,0,0,1,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-E5,24-07-08 Epoch D1,D1,1,1,0,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-E5,24-07-08 Epoch E2,E2,1,1,0,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-E5,24-07-08 Epoch E4,E4,1,1,0,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-E5,24-07-08 H1 D1,D1,1,1,0,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-E5,24-07-08 H1 E2,E2,1,1,0,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-E5,24-07-08 H1 E4,E4,1,1,0,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-E5,24-07-08 H1 A7,A7,1,1,0,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-E5,24-07-08 H1 G9,G9,1,1,0,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-E5,24-07-08 Epoch A7,A7,1,1,0,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-E5,24-07-08 Epoch G9,G9,1,1,0,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-F5,24-07-08 Epoch C1,C1,1,0,1,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-F5,24-07-08 Epoch F2,F2,1,0,1,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-F5,24-07-08 Epoch F4,F4,1,0,1,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-F5,24-07-08 H1 C1,C1,1,0,1,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-F5,24-07-08 H1 F2,F2,1,0,1,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-F5,24-07-08 H1 F4,F4,1,0,1,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-F5,24-07-08 H1 B7,B7,1,0,1,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-F5,24-07-08 H1 H9,H9,1,0,1,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-F5,24-07-08 Epoch B7,B7,1,0,1,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-F5,24-07-08 Epoch H9,H9,1,0,1,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-G5,24-07-08 Epoch B1,B1,1,0,0,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-G5,24-07-08 Epoch G2,G2,1,0,0,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-G5,24-07-08 Epoch G4,G4,1,0,0,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-G5,24-07-08 H1 B1,B1,1,0,0,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-G5,24-07-08 H1 G2,G2,1,0,0,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-G5,24-07-08 H1 G4,G4,1,0,0,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-G5,24-07-08 H1 C7,C7,1,0,0,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-G5,24-07-08 H1 A9,A9,1,0,0,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-G5,24-07-08 Epoch C7,C7,1,0,0,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-G5,24-07-08 Epoch A9,A9,1,0,0,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-H5,24-07-08 Epoch H2,H2,0,1,1,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-H5,24-07-08 Epoch H4,H4,0,1,1,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-H5,24-07-08 Epoch A6,A6,0,1,1,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-H5,24-07-08 H1 H2,H2,0,1,1,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-H5,24-07-08 H1 H4,H4,0,1,1,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-H5,24-07-08 H1 A6,A6,0,1,1,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-H5,24-07-08 H1 D7,D7,0,1,1,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-H5,24-07-08 H1 B9,B9,0,1,1,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-H5,24-07-08 Epoch D7,D7,0,1,1,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-H5,24-07-08 Epoch B9,B9,0,1,1,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-A7,24-07-08 Epoch A3,A3,0,1,0,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-A7,24-07-08 Epoch G5,G5,0,1,0,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-A7,24-07-08 H1 A3,A3,0,1,0,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-A7,24-07-08 H1 G5,G5,0,1,0,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-A7,24-07-08 H1 C10,C10,0,1,0,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-A7,24-07-08 H1 H11,H11,0,1,0,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-A7,24-07-08 Epoch C10,C10,0,1,0,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-A7,24-07-08 Epoch H11,H11,0,1,0,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-B7,24-07-08 Epoch B3,B3,0,0,1,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-B7,24-07-08 Epoch H5,H5,0,0,1,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-B7,24-07-08 H1 B3,B3,0,0,1,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-B7,24-07-08 H1 H5,H5,0,0,1,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-B7,24-07-08 H1 D10,D10,0,0,1,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-B7,24-07-08 H1 G12,G12,0,0,1,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-B7,24-07-08 Epoch D10,D10,0,0,1,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-B7,24-07-08 Epoch G12,G12,0,0,1,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-C7,24-07-08 Epoch C3,C3,1,1,1,0,3,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-C7,24-07-08 Epoch A5,A5,1,1,1,0,3,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-C7,24-07-08 H1 C3,C3,1,1,1,0,3,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-C7,24-07-08 H1 A5,A5,1,1,1,0,3,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-C7,24-07-08 H1 E10,E10,1,1,1,0,3,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-C7,24-07-08 H1 F12,F12,1,1,1,0,3,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-C7,24-07-08 Epoch E10,E10,1,1,1,0,3,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-C7,24-07-08 Epoch F12,F12,1,1,1,0,3,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-D7,24-07-08 Epoch D3,D3,1,1,0,1,3,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-D7,24-07-08 Epoch B5,B5,1,1,0,1,3,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-D7,24-07-08 H1 D3,D3,1,1,0,1,3,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-D7,24-07-08 H1 B5,B5,1,1,0,1,3,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-D7,24-07-08 H1 F10,F10,1,1,0,1,3,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-D7,24-07-08 H1 E12,E12,1,1,0,1,3,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-D7,24-07-08 Epoch F10,F10,1,1,0,1,3,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-D7,24-07-08 Epoch E12,E12,1,1,0,1,3,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-E7,24-07-08 Epoch E3,E3,1,0,1,1,3,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-E7,24-07-08 Epoch C5,C5,1,0,1,1,3,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-E7,24-07-08 H1 E3,E3,1,0,1,1,3,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-E7,24-07-08 H1 C5,C5,1,0,1,1,3,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-E7,24-07-08 H1 G10,G10,1,0,1,1,3,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-E7,24-07-08 H1 D12,D12,1,0,1,1,3,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-E7,24-07-08 Epoch G10,G10,1,0,1,1,3,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-E7,24-07-08 Epoch D12,D12,1,0,1,1,3,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-F7,24-07-08 Epoch F3,F3,0,1,1,1,3,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-F7,24-07-08 Epoch D5,D5,0,1,1,1,3,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-F7,24-07-08 H1 F3,F3,0,1,1,1,3,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-F7,24-07-08 H1 D5,D5,0,1,1,1,3,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-F7,24-07-08 H1 H10,H10,0,1,1,1,3,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-F7,24-07-08 H1 C12,C12,0,1,1,1,3,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-F7,24-07-08 Epoch H10,H10,0,1,1,1,3,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-F7,24-07-08 Epoch C12,C12,0,1,1,1,3,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-G7,24-07-08 Epoch G3,G3,1,1,1,1,4,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-G7,24-07-08 Epoch E5,E5,1,1,1,1,4,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-G7,24-07-08 H1 G3,G3,1,1,1,1,4,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-G7,24-07-08 H1 E5,E5,1,1,1,1,4,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-G7,24-07-08 H1 A10,A10,1,1,1,1,4,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-G7,24-07-08 H1 B12,B12,1,1,1,1,4,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-G7,24-07-08 Epoch A10,A10,1,1,1,1,4,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-G7,24-07-08 Epoch B12,B12,1,1,1,1,4,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-A9,24-07-08 Epoch A2,A2,1,0,0,0,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-A9,24-07-08 Epoch A4,A4,1,0,0,0,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-A9,24-07-08 Epoch H6,H6,1,0,0,0,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-A9,24-07-08 H1 A2,A2,1,0,0,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-A9,24-07-08 H1 A4,A4,1,0,0,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-A9,24-07-08 H1 H6,H6,1,0,0,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-A9,24-07-08 H1 E7,E7,1,0,0,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-A9,24-07-08 H1 C9,C9,1,0,0,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-A9,24-07-08 Epoch E7,E7,1,0,0,0,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-A9,24-07-08 Epoch C9,C9,1,0,0,0,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-B9,24-07-08 Epoch G1,G1,0,1,0,0,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-B9,24-07-08 Epoch B2,B2,0,1,0,0,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-B9,24-07-08 Epoch B4,B4,0,1,0,0,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-B9,24-07-08 H1 G1,G1,0,1,0,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-B9,24-07-08 H1 B2,B2,0,1,0,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-B9,24-07-08 H1 B4,B4,0,1,0,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-B9,24-07-08 H1 F7,F7,0,1,0,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-B9,24-07-08 H1 D9,D9,0,1,0,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-B9,24-07-08 Epoch F7,F7,0,1,0,0,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-B9,24-07-08 Epoch D9,D9,0,1,0,0,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-C9,24-07-08 Epoch F1,F1,0,0,1,0,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-C9,24-07-08 Epoch C2,C2,0,0,1,0,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-C9,24-07-08 Epoch C4,C4,0,0,1,0,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-C9,24-07-08 H1 F1,F1,0,0,1,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-C9,24-07-08 H1 C2,C2,0,0,1,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-C9,24-07-08 H1 C4,C4,0,0,1,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-C9,24-07-08 H1 G7,G7,0,0,1,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-C9,24-07-08 H1 E9,E9,0,0,1,0,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-C9,24-07-08 Epoch G7,G7,0,0,1,0,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-C9,24-07-08 Epoch E9,E9,0,0,1,0,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-D9,24-07-08 Epoch E1,E1,0,0,0,1,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-D9,24-07-08 Epoch D2,D2,0,0,0,1,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-D9,24-07-08 Epoch D4,D4,0,0,0,1,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-D9,24-07-08 H1 E1,E1,0,0,0,1,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-D9,24-07-08 H1 D2,D2,0,0,0,1,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-D9,24-07-08 H1 D4,D4,0,0,0,1,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-D9,24-07-08 H1 H7,H7,0,0,0,1,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-D9,24-07-08 H1 F9,F9,0,0,0,1,1,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-D9,24-07-08 Epoch H7,H7,0,0,0,1,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-D9,24-07-08 Epoch F9,F9,0,0,0,1,1,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-E9,24-07-08 Epoch D1,D1,1,1,0,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-E9,24-07-08 Epoch E2,E2,1,1,0,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-E9,24-07-08 Epoch E4,E4,1,1,0,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-E9,24-07-08 H1 D1,D1,1,1,0,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-E9,24-07-08 H1 E2,E2,1,1,0,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-E9,24-07-08 H1 E4,E4,1,1,0,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-E9,24-07-08 H1 A7,A7,1,1,0,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-E9,24-07-08 H1 G9,G9,1,1,0,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-E9,24-07-08 Epoch A7,A7,1,1,0,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-E9,24-07-08 Epoch G9,G9,1,1,0,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-F9,24-07-08 Epoch C1,C1,1,0,1,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-F9,24-07-08 Epoch F2,F2,1,0,1,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-F9,24-07-08 Epoch F4,F4,1,0,1,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-F9,24-07-08 H1 C1,C1,1,0,1,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-F9,24-07-08 H1 F2,F2,1,0,1,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-F9,24-07-08 H1 F4,F4,1,0,1,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-F9,24-07-08 H1 B7,B7,1,0,1,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-F9,24-07-08 H1 H9,H9,1,0,1,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-F9,24-07-08 Epoch B7,B7,1,0,1,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-F9,24-07-08 Epoch H9,H9,1,0,1,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-G9,24-07-08 Epoch B1,B1,1,0,0,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-G9,24-07-08 Epoch G2,G2,1,0,0,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-G9,24-07-08 Epoch G4,G4,1,0,0,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-G9,24-07-08 H1 B1,B1,1,0,0,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-G9,24-07-08 H1 G2,G2,1,0,0,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-G9,24-07-08 H1 G4,G4,1,0,0,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-G9,24-07-08 H1 C7,C7,1,0,0,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-G9,24-07-08 H1 A9,A9,1,0,0,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-G9,24-07-08 Epoch C7,C7,1,0,0,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-G9,24-07-08 Epoch A9,A9,1,0,0,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-H9,24-07-08 Epoch H2,H2,0,1,1,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-H9,24-07-08 Epoch H4,H4,0,1,1,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-H9,24-07-08 Epoch A6,A6,0,1,1,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-H9,24-07-08 H1 H2,H2,0,1,1,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-H9,24-07-08 H1 H4,H4,0,1,1,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-H9,24-07-08 H1 A6,A6,0,1,1,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-H9,24-07-08 H1 D7,D7,0,1,1,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-H9,24-07-08 H1 B9,B9,0,1,1,0,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-H9,24-07-08 Epoch D7,D7,0,1,1,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-H9,24-07-08 Epoch B9,B9,0,1,1,0,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-A11,24-07-08 Epoch A3,A3,0,1,0,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-A11,24-07-08 Epoch G5,G5,0,1,0,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-A11,24-07-08 H1 A3,A3,0,1,0,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-A11,24-07-08 H1 G5,G5,0,1,0,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-A11,24-07-08 H1 C10,C10,0,1,0,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-A11,24-07-08 H1 H11,H11,0,1,0,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-A11,24-07-08 Epoch C10,C10,0,1,0,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-A11,24-07-08 Epoch H11,H11,0,1,0,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-B11,24-07-08 Epoch B3,B3,0,0,1,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-B11,24-07-08 Epoch H5,H5,0,0,1,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-B11,24-07-08 H1 B3,B3,0,0,1,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-B11,24-07-08 H1 H5,H5,0,0,1,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-B11,24-07-08 H1 D10,D10,0,0,1,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-B11,24-07-08 H1 G12,G12,0,0,1,1,2,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-B11,24-07-08 Epoch D10,D10,0,0,1,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-B11,24-07-08 Epoch G12,G12,0,0,1,1,2,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-C11,24-07-08 Epoch C3,C3,1,1,1,0,3,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-C11,24-07-08 Epoch A5,A5,1,1,1,0,3,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-C11,24-07-08 H1 C3,C3,1,1,1,0,3,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-C11,24-07-08 H1 A5,A5,1,1,1,0,3,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-C11,24-07-08 H1 E10,E10,1,1,1,0,3,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-C11,24-07-08 H1 F12,F12,1,1,1,0,3,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-C11,24-07-08 Epoch E10,E10,1,1,1,0,3,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-C11,24-07-08 Epoch F12,F12,1,1,1,0,3,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-D11,24-07-08 Epoch D3,D3,1,1,0,1,3,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-D11,24-07-08 Epoch B5,B5,1,1,0,1,3,24-07-08,0,Epoch,Innoc,0,NA,NA
plateInnoc-D11,24-07-08 H1 D3,D3,1,1,0,1,3,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-D11,24-07-08 H1 B5,B5,1,1,0,1,3,24-07-08,0,H1,Innoc,48,NA,NA
plateInnoc-D11,24-07-08 H1 F10,F10,1,1,0,1,3,24-07-08,0,H1,Innoc,48,NA,NA
